"AMR.genotypes","SNP_cluster_group","USregion","season","collection.yr","min_SNP","Isolation_Group"
"fosX=COMPLETE,lin=COMPLETE","other","northeast","summer","2019",1,"Aquatic_Animal"
"fosX=COMPLETE,lin=COMPLETE","other","south","winter","2019",3,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","winter","2020",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","winter","2020",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","winter","2020",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","winter","2020",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","winter","2020",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","winter","2020",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","winter","2020",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","winter","2021",3,"Food/RTE_Food/Food Producing Environment"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2021",1,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","northeast","spring","2022",29,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","summer","2014",12,"Clinical/Human"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2014",0,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2014",0,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2014",0,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2014",0,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2014",0,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2014",0,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","summer","2014",0,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","summer","2014",12,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2015",12,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","summer","2014",0,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","summer","2014",3,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","summer","2014",0,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","summer","2014",0,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","summer","2014",0,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","summer","2014",2,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2015",13,"Clinical/Human"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","northeast","summer","2014",1,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","northeast","summer","2014",1,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","northeast","summer","2014",13,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","northeast","summer","2014",0,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","northeast","summer","2014",0,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","northeast","summer","2014",1,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","northeast","summer","2014",1,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","summer","2014",0,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","summer","2014",0,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2017",0,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2017",0,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2017",4,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2017",0,"Fruit"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",11,"Clinical/Human"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",9,"Clinical/Human"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",15,"Clinical/Human"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2018",6,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2014",6,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2014",6,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","other","other","spring","2015",15,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2015",13,"Clinical/Human"
"catA1=COMPLETE,catA=COMPLETE,fosX=COMPLETE,lin=COMPLETE","other","south","summer","2010",1,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","winter","2018",5,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","south","spring","2022",8,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","other","autumn","2014",0,"Clinical/Human"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","other","winter","2014",0,"Clinical/Human"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",2,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",6,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",4,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",4,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",2,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",2,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",2,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",4,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",4,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",1,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",2,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",7,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",2,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",1,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",8,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",7,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",1,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",2,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",1,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",1,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",3,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",1,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",1,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",2,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",5,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",1,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","other","autumn","2015",0,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","autumn","2015",0,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","autumn","2015",0,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","autumn","2015",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","south","winter","2014",1,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","south","winter","2014",4,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","south","winter","2014",2,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","south","winter","2014",3,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","south","winter","2014",4,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","south","winter","2014",11,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","south","winter","2014",2,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",2,"Environment"
"abc-f=HMM,fosX=COMPLETE,fosX=PARTIAL_END_OF_CONTIG,lin=COMPLETE","PDS000000270.29","west","winter","2014",11,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","south","winter","2014",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","south","winter","2014",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","south","winter","2015",1,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",1,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2015",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2015",3,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","autumn","2015",2,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","autumn","2015",0,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","autumn","2015",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",2,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",3,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2015",3,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2015",4,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2015",1,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2015",1,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2015",3,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","northeast","winter","2015",1,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","northeast","winter","2015",3,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2015",1,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2015",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2015",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE,lin=PARTIAL","PDS000000270.29","west","spring","2015",2,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",3,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",3,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",1,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",2,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",1,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",2,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",3,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",4,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",2,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",2,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",5,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",2,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","northeast","summer","2015",6,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","northeast","summer","2015",6,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",1,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","spring","2015",0,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","autumn","2015",0,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","autumn","2015",1,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","autumn","2015",0,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","autumn","2015",0,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","autumn","2015",0,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","autumn","2015",1,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","autumn","2015",0,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","autumn","2015",0,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","autumn","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","autumn","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","autumn","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","autumn","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE,lin=MISTRANSLATION","PDS000000270.29","west","autumn","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","autumn","2015",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","autumn","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE,lin=MISTRANSLATION","PDS000000270.29","west","autumn","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","autumn","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","autumn","2015",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","PDS000000270.29","west","winter","2014",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","northeast","spring","2016",5,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2016",8,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2016",8,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","spring","2013",4,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","other","autumn","2010",3,"Meat"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","other","autumn","2010",3,"Meat"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","other","winter","2010",3,"Meat"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","other","summer","2014",19,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","midwest","spring","2015",24,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","other","summer","2015",20,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","winter","2015",29,"Poultry"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","west","autumn","2015",9,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2014",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2014",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","west","autumn","2014",6,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","winter","2015",6,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","winter","2015",6,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","spring","2015",8,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","west","autumn","2011",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","west","autumn","2011",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","west","autumn","2011",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","west","autumn","2011",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","summer","2016",4,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2016",3,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2016",1,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","midwest","autumn","2016",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","midwest","autumn","2016",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","midwest","autumn","2016",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","midwest","autumn","2016",1,"Environment"
"fosX=COMPLETE,fosX=MISTRANSLATION,lin=COMPLETE","PDS000024349.25","midwest","autumn","2016",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","midwest","autumn","2016",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","midwest","autumn","2016",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","midwest","autumn","2016",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","midwest","autumn","2016",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","midwest","autumn","2016",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","northeast","autumn","2016",18,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2016",3,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2016",0,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2016",0,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2016",0,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2016",0,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","other","winter","2017",5,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","spring","2015",6,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","spring","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","spring","2015",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","spring","2015",4,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","spring","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","spring","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","spring","2015",4,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","spring","2015",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","spring","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","spring","2012",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","spring","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","spring","2012",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","spring","2012",3,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","spring","2015",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","spring","2012",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","spring","2012",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","summer","2013",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","summer","2013",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","summer","2013",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","summer","2013",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","summer","2013",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","spring","2012",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","west","autumn","2011",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","west","autumn","2011",3,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","west","autumn","2011",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","spring","2017",8,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","west","summer","2017",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","summer","2017",15,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","west","autumn","2011",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","west","winter","2013",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","west","winter","2013",9,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","west","winter","2013",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","west","winter","2013",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","west","winter","2013",6,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","west","winter","2013",5,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","west","winter","2013",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2017",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2017",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2017",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2017",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2017",4,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2017",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2017",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2017",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2017",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2017",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2017",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2017",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2017",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000024349.25","south","autumn","2017",1,"Environment"
