"Isolation_Group","Min.diff.new","collection.mon","collection.yr","AMR.genotypes","state","USregion","season","SNP.cluster.group","cc","weights"
"Environment",2,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",0,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",0,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",3,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",1,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",1,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",2,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",6,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",0,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",5,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",1,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",1,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",0,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",7,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",2,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",1,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",3,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",4,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",4,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",7,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",0,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",2,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",3,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",6,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",9,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",8,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",0,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",3,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",0,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:OH","midwest","spring","PDS000024934.86",1,1.0000000000029
"Clinical/Human",2,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA","other","spring","PDS000024934.86",1,1.0000000000029
"Clinical/Human",0,6,2016,"fosX=COMPLETE,lin=COMPLETE","USA","other","summer","PDS000024934.86",1,1.0000000000029
"Clinical/Human",8,6,2016,"fosX=COMPLETE,lin=COMPLETE","USA","other","summer","PDS000024934.86",1,1.0000000000029
"Clinical/Human",0,6,2016,"fosX=COMPLETE,lin=COMPLETE","USA","other","summer","PDS000024934.86",1,1.0000000000029
"Clinical/Human",11,7,2016,"fosX=COMPLETE,lin=COMPLETE","USA","other","summer","PDS000024934.86",1,1.0000000000029
"Clinical/Human",23,8,2016,"fosX=COMPLETE,lin=COMPLETE","USA","other","summer","PDS000024934.86",1,1.0000000000029
"Clinical/Human",0,7,2014,"fosX=COMPLETE,lin=COMPLETE","USA:MA","northeast","summer","PDS000024934.86",1,1.0000000000029
"Clinical/Human",0,10,2016,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","PDS000024934.86",1,1.0000000000029
"Clinical/Human",15,9,2016,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","PDS000024934.86",1,1.0000000000029
"Environment",2,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",0,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",0,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",0,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",1,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",0,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",0,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",0,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",1,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",0,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",0,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",0,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",0,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",0,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",1,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Environment",1,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:MI","midwest","spring","PDS000024934.86",1,1.0000000000029
"Clinical/Human",2,10,2016,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","PDS000024934.86",1,1.0000000000029
"Environment",0,1,2016,"fosX=COMPLETE,lin=COMPLETE","USA:OH","midwest","winter","PDS000024934.86",1,1.0000000000029
"Environment",0,11,2016,"fosX=COMPLETE,lin=COMPLETE","USA:OK","south","autumn","PDS000024934.86",1,1.0000000000029
"Environment",0,11,2016,"fosX=COMPLETE,lin=COMPLETE","USA:OK","south","autumn","PDS000024934.86",1,1.0000000000029
"Environment",0,11,2016,"fosX=COMPLETE,lin=COMPLETE","USA:OK","south","autumn","PDS000024934.86",1,1.0000000000029
"Clinical/Human",1,10,2014,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","PDS000024934.86",1,1.0000000000029
"Clinical/Human",9,11,2013,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","PDS000024934.86",1,1.0000000000029
"Plants",0,7,2011,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Land_Animal",2,12,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Plants",0,7,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Plants",0,7,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Plants",0,7,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Plants",0,7,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Plants",0,7,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Land_Animal",3,12,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Plants",1,7,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Plants",0,7,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Plants",0,7,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Plants",1,7,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Clinical/Human",3,7,2014,"fosX=COMPLETE,lin=COMPLETE","USA","other","summer","PDS000024934.86",1,1.0000000000029
"Clinical/Human",0,11,2014,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","PDS000024934.86",1,1.0000000000029
"Clinical/Human",3,8,2014,"fosX=COMPLETE,lin=COMPLETE","USA","other","summer","PDS000024934.86",1,1.0000000000029
"Plants",0,7,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Land_Animal",0,12,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Plants",0,7,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Plants",0,7,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Clinical/Human",3,8,2014,"fosX=COMPLETE,lin=COMPLETE","USA","other","summer","PDS000024934.86",1,1.0000000000029
"Clinical/Human",0,10,2014,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","PDS000024934.86",1,1.0000000000029
"Clinical/Human",0,11,2014,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","PDS000024934.86",1,1.0000000000029
"Clinical/Human",13,2,2015,"fosX=COMPLETE,lin=COMPLETE","USA","other","winter","PDS000024934.86",1,1.0000000000029
"Environment",0,9,2015,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Clinical/Human",23,6,2015,"fosX=COMPLETE,lin=COMPLETE","USA","other","summer","PDS000024934.86",1,1.0000000000029
"Land_Animal",1,12,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Clinical/Human",12,7,2013,"fosX=COMPLETE,lin=COMPLETE","USA","other","summer","PDS000024934.86",1,1.0000000000029
"Clinical/Human",0,10,2015,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","PDS000024934.86",1,1.0000000000029
"Clinical/Human",0,10,2015,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","PDS000024934.86",1,1.0000000000029
"Land_Animal",0,9,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Land_Animal",1,9,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Land_Animal",0,9,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Land_Animal",0,9,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Clinical/Human",5,9,2015,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","PDS000024934.86",1,1.0000000000029
"Land_Animal",1,9,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",1,9,2015,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",0,12,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Clinical/Human",1,11,2015,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","PDS000024934.86",1,1.0000000000029
"Land_Animal",0,9,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Clinical/Human",1,12,2015,"fosX=COMPLETE,lin=COMPLETE","USA","other","winter","PDS000024934.86",1,1.0000000000029
"Clinical/Human",0,12,2015,"fosX=COMPLETE,lin=COMPLETE","USA","other","winter","PDS000024934.86",1,1.0000000000029
"Clinical/Human",0,10,2015,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","PDS000024934.86",1,1.0000000000029
"Clinical/Human",6,12,2015,"fosX=COMPLETE,lin=COMPLETE","USA","other","winter","PDS000024934.86",1,1.0000000000029
"Plants",0,11,2015,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","PDS000024934.86",1,1.0000000000029
"Clinical/Human",0,12,2015,"fosX=COMPLETE,lin=COMPLETE","USA","other","winter","PDS000024934.86",1,1.0000000000029
"Environment",0,12,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Land_Animal",4,5,2017,"fosX=COMPLETE,lin=COMPLETE","USA:FL","south","spring","PDS000024934.86",1,1.0000000000029
"Land_Animal",1,5,2017,"fosX=COMPLETE,lin=COMPLETE","USA:FL","south","spring","PDS000024934.86",1,1.0000000000029
"Environment",0,6,2017,"fosX=COMPLETE,lin=COMPLETE","USA:FL","south","summer","PDS000024934.86",1,1.0000000000029
"Environment",4,6,2017,"fosX=COMPLETE,lin=COMPLETE","USA:FL","south","summer","PDS000024934.86",1,1.0000000000029
"Environment",0,6,2017,"fosX=COMPLETE,lin=COMPLETE","USA:FL","south","summer","PDS000024934.86",1,1.0000000000029
"Environment",1,6,2017,"fosX=COMPLETE,lin=COMPLETE","USA:FL","south","summer","PDS000024934.86",1,1.0000000000029
"Environment",0,9,2015,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",0,9,2015,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",0,12,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",0,12,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",0,12,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",0,12,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Plants",0,7,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Plants",1,7,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Clinical/Human",25,7,2017,"fosX=COMPLETE,lin=COMPLETE","USA","other","summer","PDS000024934.86",1,1.0000000000029
"Clinical/Human",5,10,2017,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","PDS000024934.86",1,1.0000000000029
"Clinical/Human",24,12,2017,"fosX=COMPLETE,lin=COMPLETE","USA","other","winter","PDS000024934.86",1,1.0000000000029
"Clinical/Human",0,8,2013,"fosX=COMPLETE,lin=COMPLETE","USA","other","summer","PDS000024934.86",1,1.0000000000029
"Clinical/Human",4,9,2018,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","PDS000024934.86",1,1.0000000000029
"Clinical/Human",2,11,2018,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","PDS000024934.86",1,1.0000000000029
"Clinical/Human",10,11,2018,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","PDS000024934.86",1,1.0000000000029
"Plants",4,12,2018,"fosX=COMPLETE,lin=COMPLETE","USA:CO","west","winter","PDS000024934.86",1,1.0000000000029
"Plants",9,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:NY","northeast","summer","PDS000024934.86",1,1.0000000000029
"Environment",25,8,2019,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","PDS000024934.86",1,1.0000000000029
"Plants",0,7,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Plants",0,7,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Plants",1,7,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Plants",0,7,2011,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Plants",0,7,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",0,5,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","spring","PDS000024934.86",1,1.0000000000029
"Environment",1,6,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",4,6,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",5,6,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",9,7,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",2,7,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",3,7,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",11,6,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",6,6,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",6,7,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",1,7,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",1,8,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",5,8,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",4,8,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",10,8,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",2,8,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",4,9,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",6,8,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",10,11,2012,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",2,11,2012,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",0,6,2013,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",0,7,2013,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",7,11,2012,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",0,5,2013,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","spring","PDS000024934.86",1,1.0000000000029
"Environment",13,6,2013,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",2,11,2012,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",0,10,2012,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",0,10,2012,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",11,12,2015,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",10,8,2012,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",15,12,2015,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",3,8,2012,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",2,1,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",1,8,2013,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",4,12,2015,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",5,11,2013,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",8,12,2015,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",9,1,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",8,12,2015,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",11,2,2015,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",0,6,2015,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",9,12,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",4,7,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",2,12,2015,"fosX=COMPLETE,lin=COMPLETE,lin=MISTRANSLATION","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",7,10,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",17,2,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",1,2,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",12,2,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",0,11,2015,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",13,12,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",0,2,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",9,3,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","spring","PDS000024934.86",1,1.0000000000029
"Environment",0,3,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","spring","PDS000024934.86",1,1.0000000000029
"Environment",1,11,2015,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",7,11,2015,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",7,11,2013,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",0,9,2013,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",0,9,2013,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",10,10,2013,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",8,1,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",2,12,2015,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",12,9,2013,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",5,12,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",13,10,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",0,12,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",3,9,2015,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",0,8,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","summer","PDS000024934.86",1,1.0000000000029
"Environment",1,9,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",1,3,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","spring","PDS000024934.86",1,1.0000000000029
"Environment",0,12,2015,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",1,1,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",2,11,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","autumn","PDS000024934.86",1,1.0000000000029
"Environment",6,3,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","spring","PDS000024934.86",1,1.0000000000029
"Environment",11,12,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",4,12,2014,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",4,2,2016,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
"Environment",3,4,2015,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","spring","PDS000024934.86",1,1.0000000000029
"Environment",0,12,2015,"fosX=COMPLETE,lin=COMPLETE","USA:CA","west","winter","PDS000024934.86",1,1.0000000000029
